SET,BigFive,Question Code,Question
56,Extraversion,EXT3,I feel comfortable around people.
56,Extraversion,EXT8,I don't like to draw attention to myself.
56,Extraversion,EXT9,I don't mind being the center of attention.
56,Openness,OPN2,I have difficulty understanding abstract ideas.
56,Openness,OPN5,I have excellent ideas.
56,Openness,OPN7,I am quick to understand things.
56,Openness,OPN9,I spend time reflecting on things.
57,Agreeableness,AGR10,I make people feel at ease.
57,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
57,Agreeableness,AGR4,I sympathize with others' feelings.
57,Agreeableness,AGR8,I take time out for others.
57,Conscientiousness,CSN1,I am always prepared.
57,Conscientiousness,CSN10,I am exacting in my work.
57,Conscientiousness,CSN2,I prefer to have my belongings conveniently accessible in various locations.
57,Conscientiousness,CSN3,I pay attention to details.
57,Neuroticism,EST1,I get stressed out easily.
57,Neuroticism,EST10,I often feel blue.
57,Neuroticism,EST5,I am easily disturbed.
57,Neuroticism,EST7,I change my mood a lot.
57,Extraversion,EXT2,I prefer to listen more than I speak.
57,Extraversion,EXT4,I keep in the background.
57,Extraversion,EXT5,I start conversations.
57,Extraversion,EXT8,I don't like to draw attention to myself.
57,Openness,OPN2,I have difficulty understanding abstract ideas.
57,Openness,OPN3,I have a vivid imagination.
57,Openness,OPN7,I am quick to understand things.
57,Openness,OPN9,I spend time reflecting on things.
58,Agreeableness,AGR10,I make people feel at ease.
58,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
58,Agreeableness,AGR4,I sympathize with others' feelings.
58,Agreeableness,AGR8,I take time out for others.
58,Conscientiousness,CSN1,I am always prepared.
58,Conscientiousness,CSN10,I am exacting in my work.
58,Conscientiousness,CSN2,I prefer to have my belongings conveniently accessible in various locations.
58,Conscientiousness,CSN3,I pay attention to details.
58,Neuroticism,EST10,I often feel blue.
58,Neuroticism,EST2,I am relaxed most of the time.
58,Neuroticism,EST5,I am easily disturbed.
58,Neuroticism,EST8,I have frequent mood swings.
58,Extraversion,EXT1,I am the life of the party.
58,Extraversion,EXT3,I feel comfortable around people.
58,Extraversion,EXT5,I start conversations.
58,Extraversion,EXT8,I don't like to draw attention to myself.
58,Openness,OPN10,I am full of ideas.
58,Openness,OPN2,I have difficulty understanding abstract ideas.
58,Openness,OPN7,I am quick to understand things.
58,Openness,OPN9,I spend time reflecting on things.
59,Agreeableness,AGR1,I feel little concern for others.
59,Agreeableness,AGR10,I make people feel at ease.
59,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
59,Agreeableness,AGR4,I sympathize with others' feelings.
59,Agreeableness,AGR9,I feel others' emotions.
59,Conscientiousness,CSN1,I am always prepared.
59,Conscientiousness,CSN3,I pay attention to details.
59,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
59,Conscientiousness,CSN8,I am currently working on being more proactive and responsible in fulfilling my duties.
59,Neuroticism,EST10,I often feel blue.
59,Neuroticism,EST6,I get upset easily.
59,Neuroticism,EST7,I change my mood a lot.
59,Neuroticism,EST9,I have a low tolerance for irritation.
59,Extraversion,EXT4,I keep in the background.
59,Extraversion,EXT5,I start conversations.
59,Extraversion,EXT7,I talk to a lot of different people at parties.
59,Extraversion,EXT8,I don't like to draw attention to myself.
59,Openness,OPN2,I have difficulty understanding abstract ideas.
59,Openness,OPN5,I have excellent ideas.
59,Openness,OPN9,I spend time reflecting on things.
60,Agreeableness,AGR1,I feel little concern for others.
60,Agreeableness,AGR10,I make people feel at ease.
60,Agreeableness,AGR2,I am interested in people.
60,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
60,Conscientiousness,CSN1,I am always prepared.
60,Conscientiousness,CSN3,I pay attention to details.
60,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
60,Conscientiousness,CSN7,I like order.
60,Neuroticism,EST10,I often feel blue.
60,Neuroticism,EST3,I worry about things.
60,Neuroticism,EST5,I am easily disturbed.
60,Neuroticism,EST8,I have frequent mood swings.
60,Extraversion,EXT1,I am the life of the party.
60,Extraversion,EXT3,I feel comfortable around people.
60,Extraversion,EXT8,I don't like to draw attention to myself.
60,Extraversion,EXT9,I don't mind being the center of attention.
60,Openness,OPN10,I am full of ideas.
60,Openness,OPN4,I am not interested in abstract ideas.
60,Openness,OPN7,I am quick to understand things.
60,Openness,OPN9,I spend time reflecting on things.
61,Agreeableness,AGR1,I feel little concern for others.
61,Agreeableness,AGR10,I make people feel at ease.
61,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
61,Agreeableness,AGR7,I am not really interested in others.
61,Conscientiousness,CSN3,I pay attention to details.
61,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
61,Conscientiousness,CSN8,I am currently working on being more proactive and responsible in fulfilling my duties.
61,Conscientiousness,CSN9,I follow a schedule.
61,Neuroticism,EST1,I get stressed out easily.
61,Neuroticism,EST4,I seldom feel blue.
61,Neuroticism,EST8,I have frequent mood swings.
61,Neuroticism,EST9,I have a low tolerance for irritation.
61,Extraversion,EXT4,I keep in the background.
61,Extraversion,EXT5,I start conversations.
61,Extraversion,EXT7,I talk to a lot of different people at parties.
61,Extraversion,EXT8,I don't like to draw attention to myself.
61,Openness,OPN3,I have a vivid imagination.
61,Openness,OPN7,I am quick to understand things.
61,Openness,OPN8,I have a tendency to incorporate complex vocabulary in my communication.
61,Openness,OPN9,I spend time reflecting on things.
62,Agreeableness,AGR10,I make people feel at ease.
62,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
62,Agreeableness,AGR4,I sympathize with others' feelings.
62,Agreeableness,AGR8,I take time out for others.
62,Agreeableness,AGR9,I feel others' emotions.
62,Conscientiousness,CSN2,I prefer to have my belongings conveniently accessible in various locations.
62,Conscientiousness,CSN3,I pay attention to details.
62,Conscientiousness,CSN8,I am currently working on being more proactive and responsible in fulfilling my duties.
62,Conscientiousness,CSN9,I follow a schedule.
62,Neuroticism,EST10,I often feel blue.
62,Neuroticism,EST3,I worry about things.
62,Neuroticism,EST5,I am easily disturbed.
62,Neuroticism,EST7,I change my mood a lot.
62,Extraversion,EXT4,I keep in the background.
62,Extraversion,EXT5,I start conversations.
62,Extraversion,EXT7,I talk to a lot of different people at parties.
62,Extraversion,EXT8,I don't like to draw attention to myself.
62,Openness,OPN2,I have difficulty understanding abstract ideas.
62,Openness,OPN5,I have excellent ideas.
62,Openness,OPN9,I spend time reflecting on things.
63,Agreeableness,AGR10,I make people feel at ease.
63,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
63,Agreeableness,AGR4,I sympathize with others' feelings.
63,Agreeableness,AGR8,I take time out for others.
63,Agreeableness,AGR9,I feel others' emotions.
63,Conscientiousness,CSN3,I pay attention to details.
63,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
63,Conscientiousness,CSN8,I am currently working on being more proactive and responsible in fulfilling my duties.
63,Conscientiousness,CSN9,I follow a schedule.
63,Neuroticism,EST10,I often feel blue.
63,Neuroticism,EST6,I get upset easily.
63,Neuroticism,EST7,I change my mood a lot.
63,Neuroticism,EST9,I have a low tolerance for irritation.
63,Extraversion,EXT4,I keep in the background.
63,Extraversion,EXT5,I start conversations.
63,Extraversion,EXT6,I have little to say.
63,Extraversion,EXT8,I don't like to draw attention to myself.
63,Openness,OPN10,I am full of ideas.
63,Openness,OPN8,I have a tendency to incorporate complex vocabulary in my communication.
63,Openness,OPN9,I spend time reflecting on things.
64,Agreeableness,AGR10,I make people feel at ease.
64,Agreeableness,AGR2,I am interested in people.
64,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
64,Agreeableness,AGR8,I take time out for others.
64,Agreeableness,AGR9,I feel others' emotions.
64,Conscientiousness,CSN1,I am always prepared.
64,Conscientiousness,CSN3,I pay attention to details.
64,Conscientiousness,CSN5,I get chores done right away.
64,Conscientiousness,CSN8,I am currently working on being more proactive and responsible in fulfilling my duties.
64,Neuroticism,EST10,I often feel blue.
64,Neuroticism,EST5,I am easily disturbed.
64,Neuroticism,EST6,I get upset easily.
64,Neuroticism,EST8,I have frequent mood swings.
64,Extraversion,EXT10,I am quiet around strangers.
64,Extraversion,EXT3,I feel comfortable around people.
64,Extraversion,EXT5,I start conversations.
64,Extraversion,EXT8,I don't like to draw attention to myself.
64,Openness,OPN1,I have a rich vocabulary.
64,Openness,OPN5,I have excellent ideas.
64,Openness,OPN9,I spend time reflecting on things.
65,Agreeableness,AGR1,I feel little concern for others.
65,Agreeableness,AGR10,I make people feel at ease.
65,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
65,Agreeableness,AGR6,I have a soft heart.
65,Conscientiousness,CSN1,I am always prepared.
65,Conscientiousness,CSN3,I pay attention to details.
65,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
65,Conscientiousness,CSN8,I am currently working on being more proactive and responsible in fulfilling my duties.
65,Neuroticism,EST10,I often feel blue.
65,Neuroticism,EST6,I get upset easily.
65,Neuroticism,EST7,I change my mood a lot.
65,Neuroticism,EST9,I have a low tolerance for irritation.
65,Extraversion,EXT1,I am the life of the party.
65,Extraversion,EXT3,I feel comfortable around people.
65,Extraversion,EXT5,I start conversations.
65,Extraversion,EXT8,I don't like to draw attention to myself.
65,Openness,OPN2,I have difficulty understanding abstract ideas.
65,Openness,OPN5,I have excellent ideas.
65,Openness,OPN7,I am quick to understand things.
65,Openness,OPN9,I spend time reflecting on things.
66,Agreeableness,AGR1,I feel little concern for others.
66,Agreeableness,AGR10,I make people feel at ease.
66,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
66,Agreeableness,AGR6,I have a soft heart.
66,Conscientiousness,CSN1,I am always prepared.
66,Conscientiousness,CSN3,I pay attention to details.
66,Conscientiousness,CSN5,I get chores done right away.
66,Conscientiousness,CSN7,I like order.
66,Neuroticism,EST4,I seldom feel blue.
66,Neuroticism,EST5,I am easily disturbed.
66,Neuroticism,EST6,I get upset easily.
66,Neuroticism,EST8,I have frequent mood swings.
66,Extraversion,EXT10,I am quiet around strangers.
66,Extraversion,EXT3,I feel comfortable around people.
66,Extraversion,EXT8,I don't like to draw attention to myself.
66,Extraversion,EXT9,I don't mind being the center of attention.
66,Openness,OPN1,I have a rich vocabulary.
66,Openness,OPN6,I am currently exploring ways to enhance and stimulate my imagination.
66,Openness,OPN7,I am quick to understand things.
66,Openness,OPN9,I spend time reflecting on things.
67,Agreeableness,AGR10,I make people feel at ease.
67,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
67,Agreeableness,AGR7,I am not really interested in others.
67,Agreeableness,AGR8,I take time out for others.
67,Conscientiousness,CSN1,I am always prepared.
67,Conscientiousness,CSN10,I am exacting in my work.
67,Conscientiousness,CSN3,I pay attention to details.
67,Conscientiousness,CSN5,I get chores done right away.
67,Neuroticism,EST4,I seldom feel blue.
67,Neuroticism,EST6,I get upset easily.
67,Neuroticism,EST8,I have frequent mood swings.
67,Neuroticism,EST9,I have a low tolerance for irritation.
67,Extraversion,EXT1,I am the life of the party.
67,Extraversion,EXT4,I keep in the background.
67,Extraversion,EXT8,I don't like to draw attention to myself.
67,Extraversion,EXT9,I don't mind being the center of attention.
67,Openness,OPN1,I have a rich vocabulary.
67,Openness,OPN5,I have excellent ideas.
67,Openness,OPN7,I am quick to understand things.
67,Openness,OPN9,I spend time reflecting on things.
68,Agreeableness,AGR10,I make people feel at ease.
68,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
68,Agreeableness,AGR7,I am not really interested in others.
68,Agreeableness,AGR8,I take time out for others.
68,Agreeableness,AGR9,I feel others' emotions.
68,Conscientiousness,CSN1,I am always prepared.
68,Conscientiousness,CSN10,I am exacting in my work.
68,Conscientiousness,CSN3,I pay attention to details.
68,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
68,Neuroticism,EST3,I worry about things.
68,Neuroticism,EST4,I seldom feel blue.
68,Neuroticism,EST8,I have frequent mood swings.
68,Neuroticism,EST9,I have a low tolerance for irritation.
68,Extraversion,EXT4,I keep in the background.
68,Extraversion,EXT6,I have little to say.
68,Extraversion,EXT8,I don't like to draw attention to myself.
68,Extraversion,EXT9,I don't mind being the center of attention.
68,Openness,OPN3,I have a vivid imagination.
68,Openness,OPN8,I have a tendency to incorporate complex vocabulary in my communication.
68,Openness,OPN9,I spend time reflecting on things.
69,Agreeableness,AGR1,I feel little concern for others.
69,Agreeableness,AGR10,I make people feel at ease.
69,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
69,Agreeableness,AGR6,I have a soft heart.
69,Conscientiousness,CSN1,I am always prepared.
69,Conscientiousness,CSN2,I prefer to have my belongings conveniently accessible in various locations.
69,Conscientiousness,CSN3,I pay attention to details.
69,Conscientiousness,CSN7,I like order.
69,Neuroticism,EST1,I get stressed out easily.
69,Neuroticism,EST10,I often feel blue.
69,Neuroticism,EST5,I am easily disturbed.
69,Neuroticism,EST7,I change my mood a lot.
69,Extraversion,EXT10,I am quiet around strangers.
69,Extraversion,EXT4,I keep in the background.
69,Extraversion,EXT8,I don't like to draw attention to myself.
69,Extraversion,EXT9,I don't mind being the center of attention.
69,Openness,OPN2,I have difficulty understanding abstract ideas.
69,Openness,OPN5,I have excellent ideas.
69,Openness,OPN7,I am quick to understand things.
69,Openness,OPN9,I spend time reflecting on things.
70,Agreeableness,AGR10,I make people feel at ease.
70,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
70,Agreeableness,AGR5,I am not interested in other people's problems.
70,Agreeableness,AGR8,I take time out for others.
70,Agreeableness,AGR9,I feel others' emotions.
70,Conscientiousness,CSN3,I pay attention to details.
70,Conscientiousness,CSN5,I get chores done right away.
70,Conscientiousness,CSN7,I like order.
70,Conscientiousness,CSN9,I follow a schedule.
70,Neuroticism,EST3,I worry about things.
70,Neuroticism,EST4,I seldom feel blue.
70,Neuroticism,EST5,I am easily disturbed.
70,Neuroticism,EST7,I change my mood a lot.
70,Extraversion,EXT10,I am quiet around strangers.
70,Extraversion,EXT4,I keep in the background.
70,Extraversion,EXT8,I don't like to draw attention to myself.
70,Extraversion,EXT9,I don't mind being the center of attention.
70,Openness,OPN1,I have a rich vocabulary.
70,Openness,OPN3,I have a vivid imagination.
70,Openness,OPN9,I spend time reflecting on things.
71,Agreeableness,AGR1,I feel little concern for others.
71,Agreeableness,AGR10,I make people feel at ease.
71,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
71,Agreeableness,AGR5,I am not interested in other people's problems.
71,Agreeableness,AGR9,I feel others' emotions.
71,Conscientiousness,CSN10,I am exacting in my work.
71,Conscientiousness,CSN2,I prefer to have my belongings conveniently accessible in various locations.
71,Conscientiousness,CSN3,I pay attention to details.
71,Conscientiousness,CSN9,I follow a schedule.
71,Neuroticism,EST3,I worry about things.
71,Neuroticism,EST4,I seldom feel blue.
71,Neuroticism,EST5,I am easily disturbed.
71,Neuroticism,EST8,I have frequent mood swings.
71,Extraversion,EXT3,I feel comfortable around people.
71,Extraversion,EXT7,I talk to a lot of different people at parties.
71,Extraversion,EXT8,I don't like to draw attention to myself.
71,Extraversion,EXT9,I don't mind being the center of attention.
71,Openness,OPN3,I have a vivid imagination.
71,Openness,OPN4,I am not interested in abstract ideas.
71,Openness,OPN9,I spend time reflecting on things.
72,Agreeableness,AGR10,I make people feel at ease.
72,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
72,Agreeableness,AGR5,I am not interested in other people's problems.
72,Agreeableness,AGR8,I take time out for others.
72,Conscientiousness,CSN1,I am always prepared.
72,Conscientiousness,CSN3,I pay attention to details.
72,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
72,Conscientiousness,CSN7,I like order.
72,Neuroticism,EST4,I seldom feel blue.
72,Neuroticism,EST6,I get upset easily.
72,Neuroticism,EST7,I change my mood a lot.
72,Neuroticism,EST9,I have a low tolerance for irritation.
72,Extraversion,EXT1,I am the life of the party.
72,Extraversion,EXT3,I feel comfortable around people.
72,Extraversion,EXT5,I start conversations.
72,Extraversion,EXT8,I don't like to draw attention to myself.
72,Openness,OPN2,I have difficulty understanding abstract ideas.
72,Openness,OPN5,I have excellent ideas.
72,Openness,OPN7,I am quick to understand things.
72,Openness,OPN9,I spend time reflecting on things.
73,Agreeableness,AGR10,I make people feel at ease.
73,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
73,Agreeableness,AGR5,I am not interested in other people's problems.
73,Agreeableness,AGR8,I take time out for others.
73,Agreeableness,AGR9,I feel others' emotions.
73,Conscientiousness,CSN1,I am always prepared.
73,Conscientiousness,CSN3,I pay attention to details.
73,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
73,Conscientiousness,CSN7,I like order.
73,Neuroticism,EST1,I get stressed out easily.
73,Neuroticism,EST4,I seldom feel blue.
73,Neuroticism,EST8,I have frequent mood swings.
73,Neuroticism,EST9,I have a low tolerance for irritation.
73,Extraversion,EXT10,I am quiet around strangers.
73,Extraversion,EXT4,I keep in the background.
73,Extraversion,EXT5,I start conversations.
73,Extraversion,EXT8,I don't like to draw attention to myself.
73,Openness,OPN5,I have excellent ideas.
73,Openness,OPN8,I have a tendency to incorporate complex vocabulary in my communication.
73,Openness,OPN9,I spend time reflecting on things.
74,Agreeableness,AGR1,I feel little concern for others.
74,Agreeableness,AGR10,I make people feel at ease.
74,Agreeableness,AGR2,I am interested in people.
74,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
74,Agreeableness,AGR9,I feel others' emotions.
74,Conscientiousness,CSN1,I am always prepared.
74,Conscientiousness,CSN10,I am exacting in my work.
74,Conscientiousness,CSN2,I prefer to have my belongings conveniently accessible in various locations.
74,Conscientiousness,CSN3,I pay attention to details.
74,Neuroticism,EST1,I get stressed out easily.
74,Neuroticism,EST10,I often feel blue.
74,Neuroticism,EST8,I have frequent mood swings.
74,Neuroticism,EST9,I have a low tolerance for irritation.
74,Extraversion,EXT3,I feel comfortable around people.
74,Extraversion,EXT5,I start conversations.
74,Extraversion,EXT7,I talk to a lot of different people at parties.
74,Extraversion,EXT8,I don't like to draw attention to myself.
74,Openness,OPN10,I am full of ideas.
74,Openness,OPN8,I have a tendency to incorporate complex vocabulary in my communication.
74,Openness,OPN9,I spend time reflecting on things.
75,Agreeableness,AGR10,I make people feel at ease.
75,Agreeableness,AGR2,I am interested in people.
75,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
75,Agreeableness,AGR8,I take time out for others.
75,Conscientiousness,CSN1,I am always prepared.
75,Conscientiousness,CSN10,I am exacting in my work.
75,Conscientiousness,CSN3,I pay attention to details.
75,Conscientiousness,CSN5,I get chores done right away.
75,Neuroticism,EST1,I get stressed out easily.
75,Neuroticism,EST4,I seldom feel blue.
75,Neuroticism,EST5,I am easily disturbed.
75,Neuroticism,EST7,I change my mood a lot.
75,Extraversion,EXT4,I keep in the background.
75,Extraversion,EXT5,I start conversations.
75,Extraversion,EXT6,I have little to say.
75,Extraversion,EXT8,I don't like to draw attention to myself.
75,Openness,OPN3,I have a vivid imagination.
75,Openness,OPN7,I am quick to understand things.
75,Openness,OPN8,I have a tendency to incorporate complex vocabulary in my communication.
75,Openness,OPN9,I spend time reflecting on things.
76,Agreeableness,AGR1,I feel little concern for others.
76,Agreeableness,AGR10,I make people feel at ease.
76,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
76,Agreeableness,AGR4,I sympathize with others' feelings.
76,Conscientiousness,CSN1,I am always prepared.
76,Conscientiousness,CSN3,I pay attention to details.
76,Conscientiousness,CSN5,I get chores done right away.
76,Conscientiousness,CSN7,I like order.
76,Neuroticism,EST3,I worry about things.
76,Neuroticism,EST4,I seldom feel blue.
76,Neuroticism,EST8,I have frequent mood swings.
76,Neuroticism,EST9,I have a low tolerance for irritation.
76,Extraversion,EXT2,I prefer to listen more than I speak.
76,Extraversion,EXT4,I keep in the background.
76,Extraversion,EXT8,I don't like to draw attention to myself.
76,Extraversion,EXT9,I don't mind being the center of attention.
76,Openness,OPN1,I have a rich vocabulary.
76,Openness,OPN6,I am currently exploring ways to enhance and stimulate my imagination.
76,Openness,OPN7,I am quick to understand things.
76,Openness,OPN9,I spend time reflecting on things.
77,Agreeableness,AGR10,I make people feel at ease.
77,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
77,Agreeableness,AGR6,I have a soft heart.
77,Agreeableness,AGR8,I take time out for others.
77,Agreeableness,AGR9,I feel others' emotions.
77,Conscientiousness,CSN1,I am always prepared.
77,Conscientiousness,CSN10,I am exacting in my work.
77,Conscientiousness,CSN3,I pay attention to details.
77,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
77,Neuroticism,EST1,I get stressed out easily.
77,Neuroticism,EST10,I often feel blue.
77,Neuroticism,EST7,I change my mood a lot.
77,Neuroticism,EST9,I have a low tolerance for irritation.
77,Extraversion,EXT4,I keep in the background.
77,Extraversion,EXT5,I start conversations.
77,Extraversion,EXT7,I talk to a lot of different people at parties.
77,Extraversion,EXT8,I don't like to draw attention to myself.
77,Openness,OPN2,I have difficulty understanding abstract ideas.
77,Openness,OPN5,I have excellent ideas.
77,Openness,OPN9,I spend time reflecting on things.
78,Agreeableness,AGR10,I make people feel at ease.
78,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
78,Agreeableness,AGR4,I sympathize with others' feelings.
78,Agreeableness,AGR8,I take time out for others.
78,Agreeableness,AGR9,I feel others' emotions.
78,Conscientiousness,CSN1,I am always prepared.
78,Conscientiousness,CSN3,I pay attention to details.
78,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
78,Conscientiousness,CSN7,I like order.
78,Neuroticism,EST10,I often feel blue.
78,Neuroticism,EST2,I am relaxed most of the time.
78,Neuroticism,EST5,I am easily disturbed.
78,Neuroticism,EST8,I have frequent mood swings.
78,Extraversion,EXT2,I prefer to listen more than I speak.
78,Extraversion,EXT3,I feel comfortable around people.
78,Extraversion,EXT5,I start conversations.
78,Extraversion,EXT8,I don't like to draw attention to myself.
78,Openness,OPN4,I am not interested in abstract ideas.
78,Openness,OPN5,I have excellent ideas.
78,Openness,OPN9,I spend time reflecting on things.
79,Agreeableness,AGR10,I make people feel at ease.
79,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
79,Agreeableness,AGR4,I sympathize with others' feelings.
79,Agreeableness,AGR8,I take time out for others.
79,Agreeableness,AGR9,I feel others' emotions.
79,Conscientiousness,CSN3,I pay attention to details.
79,Conscientiousness,CSN5,I get chores done right away.
79,Conscientiousness,CSN7,I like order.
79,Conscientiousness,CSN9,I follow a schedule.
79,Neuroticism,EST4,I seldom feel blue.
79,Neuroticism,EST6,I get upset easily.
79,Neuroticism,EST8,I have frequent mood swings.
79,Neuroticism,EST9,I have a low tolerance for irritation.
79,Extraversion,EXT3,I feel comfortable around people.
79,Extraversion,EXT6,I have little to say.
79,Extraversion,EXT8,I don't like to draw attention to myself.
79,Extraversion,EXT9,I don't mind being the center of attention.
79,Openness,OPN10,I am full of ideas.
79,Openness,OPN2,I have difficulty understanding abstract ideas.
79,Openness,OPN9,I spend time reflecting on things.
80,Agreeableness,AGR1,I feel little concern for others.
80,Agreeableness,AGR10,I make people feel at ease.
80,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
80,Agreeableness,AGR7,I am not really interested in others.
80,Agreeableness,AGR9,I feel others' emotions.
80,Conscientiousness,CSN3,I pay attention to details.
80,Conscientiousness,CSN5,I get chores done right away.
80,Conscientiousness,CSN7,I like order.
80,Conscientiousness,CSN9,I follow a schedule.
80,Neuroticism,EST1,I get stressed out easily.
80,Neuroticism,EST10,I often feel blue.
80,Neuroticism,EST7,I change my mood a lot.
80,Neuroticism,EST9,I have a low tolerance for irritation.
80,Extraversion,EXT1,I am the life of the party.
80,Extraversion,EXT3,I feel comfortable around people.
80,Extraversion,EXT8,I don't like to draw attention to myself.
80,Extraversion,EXT9,I don't mind being the center of attention.
80,Openness,OPN4,I am not interested in abstract ideas.
80,Openness,OPN5,I have excellent ideas.
80,Openness,OPN9,I spend time reflecting on things.
81,Agreeableness,AGR1,I feel little concern for others.
81,Agreeableness,AGR10,I make people feel at ease.
81,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
81,Agreeableness,AGR5,I am not interested in other people's problems.
81,Conscientiousness,CSN10,I am exacting in my work.
81,Conscientiousness,CSN3,I pay attention to details.
81,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
81,Conscientiousness,CSN9,I follow a schedule.
81,Neuroticism,EST1,I get stressed out easily.
81,Neuroticism,EST4,I seldom feel blue.
81,Neuroticism,EST7,I change my mood a lot.
81,Neuroticism,EST9,I have a low tolerance for irritation.
81,Extraversion,EXT2,I prefer to listen more than I speak.
81,Extraversion,EXT3,I feel comfortable around people.
81,Extraversion,EXT8,I don't like to draw attention to myself.
81,Extraversion,EXT9,I don't mind being the center of attention.
81,Openness,OPN2,I have difficulty understanding abstract ideas.
81,Openness,OPN6,I am currently exploring ways to enhance and stimulate my imagination.
81,Openness,OPN7,I am quick to understand things.
81,Openness,OPN9,I spend time reflecting on things.
82,Agreeableness,AGR10,I make people feel at ease.
82,Agreeableness,AGR2,I am interested in people.
82,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
82,Agreeableness,AGR8,I take time out for others.
82,Agreeableness,AGR9,I feel others' emotions.
82,Conscientiousness,CSN1,I am always prepared.
82,Conscientiousness,CSN10,I am exacting in my work.
82,Conscientiousness,CSN3,I pay attention to details.
82,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
82,Neuroticism,EST3,I worry about things.
82,Neuroticism,EST4,I seldom feel blue.
82,Neuroticism,EST5,I am easily disturbed.
82,Neuroticism,EST8,I have frequent mood swings.
82,Extraversion,EXT4,I keep in the background.
82,Extraversion,EXT7,I talk to a lot of different people at parties.
82,Extraversion,EXT8,I don't like to draw attention to myself.
82,Extraversion,EXT9,I don't mind being the center of attention.
82,Openness,OPN4,I am not interested in abstract ideas.
82,Openness,OPN6,I am currently exploring ways to enhance and stimulate my imagination.
82,Openness,OPN9,I spend time reflecting on things.
83,Agreeableness,AGR1,I feel little concern for others.
83,Agreeableness,AGR10,I make people feel at ease.
83,Agreeableness,AGR2,I am interested in people.
83,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
83,Conscientiousness,CSN10,I am exacting in my work.
83,Conscientiousness,CSN3,I pay attention to details.
83,Conscientiousness,CSN5,I get chores done right away.
83,Conscientiousness,CSN9,I follow a schedule.
83,Neuroticism,EST10,I often feel blue.
83,Neuroticism,EST2,I am relaxed most of the time.
83,Neuroticism,EST5,I am easily disturbed.
83,Neuroticism,EST7,I change my mood a lot.
83,Extraversion,EXT3,I feel comfortable around people.
83,Extraversion,EXT5,I start conversations.
83,Extraversion,EXT7,I talk to a lot of different people at parties.
83,Extraversion,EXT8,I don't like to draw attention to myself.
83,Openness,OPN6,I am currently exploring ways to enhance and stimulate my imagination.
83,Openness,OPN7,I am quick to understand things.
83,Openness,OPN8,I have a tendency to incorporate complex vocabulary in my communication.
83,Openness,OPN9,I spend time reflecting on things.
84,Agreeableness,AGR10,I make people feel at ease.
84,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
84,Agreeableness,AGR4,I sympathize with others' feelings.
84,Agreeableness,AGR8,I take time out for others.
84,Conscientiousness,CSN3,I pay attention to details.
84,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
84,Conscientiousness,CSN7,I like order.
84,Conscientiousness,CSN9,I follow a schedule.
84,Neuroticism,EST1,I get stressed out easily.
84,Neuroticism,EST4,I seldom feel blue.
84,Neuroticism,EST7,I change my mood a lot.
84,Neuroticism,EST9,I have a low tolerance for irritation.
84,Extraversion,EXT10,I am quiet around strangers.
84,Extraversion,EXT3,I feel comfortable around people.
